categoria,pregunta,respuesta_correcta,opcion_1,opcion_2,opcion_3
"Geografia","¿Qué es un delta?","Un depósito de sedimentos en la desembocadura de un río","Una cadena de islas volcánicas","Una llanura elevada y plana","Un tipo de glaciar"
"Geografia","¿En qué provincia argentina se encuentra el Parque Nacional Talampaya?","La Rioja","San Juan","Catamarca","Mendoza"
"Geografia","¿Qué país tiene la mayor cantidad de zonas horarias?","Francia (con sus territorios)","Rusia","Estados Unidos","Canadá"
"Geografia","¿Cuál es la capital de Corea del Sur?","Seúl","Pionyang","Busan","Incheon"
"Geografia","¿Qué es la 'Línea del Ecuador'?","El paralelo 0° que divide la Tierra en hemisferio norte y sur","El meridiano 0° de Greenwich","El Trópico de Cáncer","El Círculo Polar Ártico"
"Geografia","¿Cuál es el principal componente del aire que respiramos?","Nitrógeno","Oxígeno","Dióxido de carbono","Argón"
"Geografia","¿En qué ciudad se encuentra el famoso 'Puente de la Torre' (Tower Bridge)?","Londres","París","Praga","Budapest"
"Geografia","¿Qué es un monzón?","Un viento estacional que cambia de dirección y causa lluvias torrenciales","Un tipo de huracán","Una sequía prolongada","Una tormenta de nieve"
"Geografia","¿Cuál es la capital de la provincia de Neuquén en Argentina?","Neuquén","San Martín de los Andes","Villa La Angostura","Zapala"
"Geografia","¿Qué mar separa el continente africano del europeo?","Mar Mediterráneo","Mar Rojo","Mar Negro","Mar Báltico"
"Geografia","¿Qué es la 'deriva continental'?","La teoría del movimiento de las placas tectónicas de la Tierra","El cambio de curso de un río","La erosión del suelo por el viento","La formación de las mareas"
"Geografia","¿Cuál de estos países es una isla y un continente a la vez?","Australia","Groenlandia","Madagascar","Islandia"
"Geografia","¿Qué cadena montañosa se extiende a lo largo de la costa oeste de Sudamérica?","Cordillera de los Andes","Montañas Rocosas","Cordillera de los Apalaches","Alpes"
"Geografia","¿Cuál es la capital de Turquía?","Ankara","Estambul","Izmir","Antalya"
"Geografia","¿Qué es un 'géiser'?","Una fuente termal que emite una columna de agua caliente y vapor","Un volcán de lodo","Una cueva de hielo","Una formación rocosa"
"Geografia","¿En qué provincia argentina se celebra la Fiesta Nacional de la Vendimia?","Mendoza","San Juan","Salta","La Rioja"
"Geografia","¿Cuál es el país con más volcanes activos?","Indonesia","Japón","Estados Unidos","Chile"
"Geografia","¿Qué es el 'Efecto Coriolis'?","La desviación de objetos en movimiento debido a la rotación de la Tierra","El calentamiento de la atmósfera","La formación de las olas","El ciclo del agua"
"Geografia","¿Qué ciudad es conocida como 'La Ciudad Eterna'?","Roma","Atenas","Jerusalén","Estambul"
"Geografia","¿Cuál es el río más caudaloso de América del Norte?","Río Misisipi","Río Misuri","Río Yukón","Río Colorado"
"Geografia","¿Qué es la 'Puna'?","Una meseta de gran altitud en la región de los Andes Centrales","Una llanura fértil en Argentina","Un tipo de selva en Brasil","Un desierto en México"
"Geografia","¿Cuál es la capital de la provincia de Santa Fe en Argentina?","Santa Fe de la Vera Cruz","Rosario","Rafaela","Reconquista"
"Geografia","¿Qué es un 'atolón'?","Una isla de coral en forma de anillo con una laguna central","Una montaña submarina","Una fosa oceánica","Una península rocosa"
"Geografia","¿En qué país se encuentra la región de la Toscana, famosa por sus vinos y paisajes?","Italia","Francia","España","Grecia"
"Geografia","¿Qué es la 'latitud'?","La distancia angular de un punto respecto al Ecuador","La distancia angular de un punto respecto al Meridiano de Greenwich","La altitud sobre el nivel del mar","La zona horaria de una región"
"Geografia","¿Cuál es el estado más grande de Brasil?","Amazonas","Minas Gerais","Bahía","Mato Grosso"
"Geografia","¿Qué es el 'Gran Chaco'?","Una región de llanura boscosa en Argentina, Paraguay y Bolivia","Un desierto en Perú","Una cadena montañosa en Colombia","Una meseta en Venezuela"
"Geografia","¿Cuál es la capital de Nueva Zelanda?","Wellington","Auckland","Christchurch","Queenstown"
"Geografia","¿Qué es un 'estrecho'?","Un paso angosto de agua que conecta dos mares o lagos","Una franja de tierra que une dos continentes","Una bahía profunda","Una desembocadura de río"
"Geografia","¿Qué país es el mayor productor de cobre del mundo?","Chile","China","Perú","Estados Unidos"
"Geografia","¿Cuál es la ciudad más poblada de África?","Lagos","El Cairo","Kinsasa","Johannesburgo"
"Geografia","¿En qué provincia argentina se encuentra el Parque Nacional Nahuel Huapi?","En Neuquén y Río Negro","Solo en Neuquén","Solo en Río Negro","En Chubut"
"Geografia","¿Qué es el 'Trópico de Cáncer'?","El paralelo más al norte en el que el Sol puede estar directamente sobre la cabeza","El paralelo más al sur","El círculo polar","La línea del Ecuador"
"Geografia","¿Cuál es la capital de Tailandia?","Bangkok","Phuket","Chiang Mai","Pattaya"
"Geografia","¿Qué océano baña las costas de Perú y Chile?","Océano Pacífico","Océano Atlántico","Océano Índico","Océano Antártico"
"Geografia","¿Qué es una 'meseta'?","Una llanura elevada sobre el nivel del mar","Una depresión en el terreno","Una montaña con pico agudo","Un valle fluvial"
"Geografia","¿Cuál de estos países no tiene salida al mar?","Bolivia","Uruguay","Colombia","Perú"
"Geografia","¿En qué ciudad de Estados Unidos se encuentra la Estatua de la Libertad?","Nueva York","Washington D.C.","San Francisco","Boston"
"Geografia","¿Qué es la 'longitud'?","La distancia angular de un punto respecto al Meridiano de Greenwich","La distancia angular de un punto respecto al Ecuador","La distancia en kilómetros a la costa","La altura de una montaña"
"Geografia","¿Cuál es la capital de la provincia de Entre Ríos en Argentina?","Paraná","Concordia","Gualeguaychú","Concepción del Uruguay"
"Geografia","¿Qué es una 'península'?","Una porción de tierra rodeada de agua por todas partes excepto por una","Una isla muy grande","Un conjunto de islas","Un cabo rocoso"
"Geografia","¿Cuál es el país conocido como el 'País de los Tulipanes'?","Países Bajos","Bélgica","Dinamarca","Suiza"
"Geografia","¿Qué es el 'Meridiano de Greenwich'?","El meridiano 0° que se usa como referencia para la longitud y las zonas horarias","El meridiano 180° que marca el cambio de fecha","La línea del Ecuador","El Trópico de Capricornio"
"Geografia","¿En qué país se encuentra el desierto de Gobi?","En China y Mongolia","En Rusia","En la India","En Kazajistán"
"Geografia","¿Cuál es la capital de Irlanda?","Dublín","Belfast","Cork","Galway"
"Geografia","¿Qué es la 'Corriente del Golfo'?","Una corriente oceánica cálida en el Atlántico","Un río en México","Un viento fuerte en el Caribe","Un canal de navegación"
"Geografia","¿En qué provincia se encuentra el 'Cerro de los Siete Colores'?","Jujuy","Salta","Tucumán","Catamarca"
"Geografia","¿Qué es un 'archipiélago'?","Un grupo o cadena de islas","Una sola isla de gran tamaño","Una formación coralina","Una península"
"Geografia","¿Cuál es la capital de Vietnam?","Hanói","Ho Chi Minh (Saigón)","Da Nang","Hué"
"Geografia","¿Qué es un 'volcán inactivo'?","Uno que no ha tenido erupciones en mucho tiempo pero podría volver a tenerlas","Uno que nunca más entrará en erupción","Uno que está actualmente en erupción","Uno que emite solo gases"
"Geografia","¿Cuál es la ciudad más austral del mundo?","Ushuaia","Punta Arenas","Invercargill","Puerto Williams"
"Geografia","¿Qué es un 'continente'?","Una gran masa de tierra separada por océanos","Un país muy grande","Un conjunto de países","Una placa tectónica"
"Geografia","¿En qué país se encuentran las ruinas de la antigua ciudad de Babilonia?","Irak","Irán","Siria","Egipto"
"Geografia","¿Qué es un 'glaciar'?","Una enorme masa de hielo que se mueve lentamente","Un lago congelado","Un iceberg flotante","Una montaña cubierta de nieve"
"Geografia","¿Cuál es la capital de la provincia de Tucumán en Argentina?","San Miguel de Tucumán","Yerba Buena","Tafí del Valle","Concepción"
"Geografia","¿Qué es una 'llanura abisal'?","Una zona llana y profunda en el fondo del océano","Una llanura en la costa","Un desierto de sal","Una llanura de inundación"
"Geografia","¿Cuál es el único país de Sudamérica cuya lengua oficial es el neerlandés?","Surinam","Guyana","Guayana Francesa","Belice"
"Geografia","¿Qué es un 'ecuador térmico'?","La línea de temperaturas medias anuales más altas del planeta","La línea del Ecuador geográfico","Una corriente de aire caliente","Una zona de alta presión"
"Geografia","¿En qué ciudad europea se encontraba el Muro de Berlín?","Berlín","Múnich","Hamburgo","Frankfurt"
"Geografia","¿Cuál es la capital de Marruecos?","Rabat","Casablanca","Marrakech","Fez"
"Geografia","¿Qué es la 'biodiversidad'?","La variedad de vida en un ecosistema o en la Tierra","La cantidad de biomasa de una región","El estudio de la vida","La capacidad de adaptación de una especie"
"Geografia","¿Qué país es conocido como el 'techo del mundo'?","Tíbet (región de China)","Nepal","Bután","India"
"Geografia","¿Cuál es la capital de Finlandia?","Helsinki","Estocolmo","Oslo","Copenhague"
"Geografia","¿Qué es un 'cenote'?","Un pozo o estanque natural de agua dulce, común en la península de Yucatán","Una cueva seca","Un río subterráneo","Un tipo de oasis"
"Geografia","¿En qué provincia argentina se encuentra el Aconcagua, la montaña más alta de América?","Mendoza","San Juan","La Rioja","Catamarca"
"Geografia","¿Qué es un 'hemisferio'?","Cada una de las dos mitades de la esfera terrestre, separadas por el Ecuador","Un cuarto de la esfera terrestre","La capa atmosférica","La órbita de un planeta"
"Geografia","¿Cuál es la capital de Noruega?","Oslo","Copenhague","Estocolmo","Helsinki"
"Geografia","¿Qué es la 'erosión'?","El desgaste de la superficie terrestre por agentes como el agua o el viento","La acumulación de sedimentos","La actividad volcánica","El movimiento de las placas tectónicas"
"Geografia","¿En qué país se encuentra la Gran Barrera de Coral?","Australia","Filipinas","Indonesia","Brasil"
"Geografia","¿Qué es un 'terremoto'?","La sacudida de la superficie terrestre por la liberación de energía en el interior","Una erupción volcánica","Un tsunami","Un huracán"
"Geografia","¿Cuál es la capital de Austria?","Viena","Salzburgo","Innsbruck","Graz"
"Geografia","¿Qué es la 'taiga'?","El bioma de bosque boreal, con predominio de coníferas","La tundra ártica","La estepa asiática","La selva tropical"
"Geografia","¿Cuál es la capital de la provincia de Misiones, Argentina?","Posadas","Iguazú","Oberá","Eldorado"
